Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,base_lr,batch_size,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,epochs
cora_runa7dvwl8i_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.0,7,10000
cora_runi7k777dr_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.1,0.1,5,10000
cora_runt4n21wnn_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,5,10000
cora_rungw7u7tll_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.1,0.1,6,10000
cora_run3f9xdd0o_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,6,10000
cora_rung50zhe9f_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.1,0.1,7,10000
cora_runrep99127_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,7,10000
cora_runjx8b406r_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.0,5,10000
cora_runqrubsgh7_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.0,6,10000
cora_runf0yyltjk_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,5,10000
cora_runaigjxgg9_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.0,7,10000
cora_runvb4iltmu_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,6,10000
cora_runkfwcyo5c_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.1,5,10000
cora_run1q2ka5nt_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,7,10000
cora_runklestdnn_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.1,6,10000
cora_run5v91cll2_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,5,10000
cora_runkf0qv6ba_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,2,0.2,0.1,7,10000
cora_runtte2ybax_GAT,76.38,84.69,90.77,91.33,91.88,92.25,83.06,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,6,10000
cora_rungh3yjurn_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.0,5,10000
cora_runtwhzlwjw_GAT,76.38,84.69,89.3,91.33,91.88,92.25,83.06,76.38,84.69,89.3,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,7,10000
cora_run6nl0hocw_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.0,6,10000
cora_runy8zmdktz_GAT,76.38,84.69,89.3,91.33,91.88,92.25,83.06,76.38,84.69,89.3,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,5,10000
cora_runphf130j9_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.0,7,10000
cora_run50gx7tjn_GAT,76.38,84.69,90.59,91.33,91.88,92.25,83.06,76.38,84.69,90.59,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,6,10000
cora_runy0c9dguc_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.1,5,10000
cora_runcyqxjfav_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,7,10000
cora_runszz12n29_GAT,76.38,82.29,90.96,90.96,91.88,92.25,80.31,76.38,82.29,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.1,6,10000
cora_runtzbb3b3q_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,5,10000
cora_runvewxnovw_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.1,0.1,7,10000
cora_runf2svw3kq_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,6,10000
cora_runfq3m9j8b_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.0,5,10000
cora_run3nwf30h1_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,7,10000
cora_runqyl1ffez_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.0,6,10000
cora_runz39ykxvi_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,5,10000
cora_runx89zi1x3_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.0,7,10000
cora_run8io4u0o8_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,6,10000
cora_runfqcx55n4_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.1,5,10000
cora_runh2qtpxdm_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,7,10000
cora_runeuvfmsr5_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.1,6,10000
cora_runpzeffwp6_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,5,10000
cora_runs4gpulb5_GAT,76.38,84.69,90.96,90.96,91.88,92.25,80.31,76.38,84.69,90.96,90.96,91.88,92.25,96.75,97.59,80.72,0.01,1024,64,256,8,0.2,0.1,7,10000
cora_runvatdm8rf_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,6,10000
cora_runbuatzirz_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,90.22,0.01,1024,128,32,4,0.1,0.0,5,10000
cora_runl22gg3zw_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,7,10000
cora_runljgqgd3s_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.0,6,10000
cora_runjw6tksqh_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,5,10000
cora_runoljt11xs_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.0,7,10000
cora_run98hl9ejx_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,6,10000
cora_runbf6g0pta_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,5,10000
cora_runje5d8i2o_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,7,10000
cora_runcw0bpceu_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,6,10000
cora_rund1b92pr1_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,5,10000
cora_runegmy6vpx_GAT,76.38,84.69,90.77,91.51,91.88,92.25,80.31,76.38,84.69,90.77,91.51,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.1,0.1,7,10000
cora_runjvevyldi_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,6,10000
cora_runjnu4wehv_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,5,10000
cora_runo9wku7fz_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,7,10000
cora_runcmc6mhhq_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,6,10000
cora_runkux72857_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,5,10000
cora_runtpczgahv_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.0,7,10000
cora_runadpbuzwp_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,6,10000
cora_runfqhg7pjz_GAT,76.38,84.69,90.77,91.33,91.88,92.25,80.31,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,5,10000
cora_run59k46ot9_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,7,10000
cora_run655j5ana_GAT,76.38,84.69,90.77,91.33,91.88,92.25,83.06,76.38,84.69,90.77,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,6,10000
cora_runhblx78qu_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,5,10000
cora_runbxyuf2qe_GAT,76.38,84.69,89.3,91.33,91.88,92.25,83.06,76.38,84.69,89.3,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,4,0.2,0.1,7,10000
cora_run0zaqrpbe_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,6,10000
cora_run3c9chxje_GAT,76.38,84.69,89.3,91.33,91.88,92.25,83.06,76.38,84.69,89.3,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,5,10000
cora_runj659exlm_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,7,10000
cora_runpdzba03g_GAT,76.38,84.69,90.59,91.33,91.88,92.25,83.06,76.38,84.69,90.59,91.33,91.88,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,6,10000
cora_runx2j5rye4_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,5,10000
cora_runkklktdwq_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.0,7,10000
cora_run9c2t063v_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,6,10000
cora_run8f4bv6on_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,5,10000
cora_rundbgghb5f_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,7,10000
cora_runi1qg977a_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.54,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,6,10000
cora_runsij1gyay_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,5,10000
cora_runk0rr9csk_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.1,0.1,7,10000
cora_run4o8a80wi_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,6,10000
cora_runeftl3v01_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,5,10000
cora_rung1viv0iu_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,7,10000
cora_rundctgqhjx_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,6,10000
cora_runeu3y5fis_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,5,10000
cora_runn9zw6yt5_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.0,7,10000
cora_runtu9u09ww_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,6,10000
cora_runmecyyhdw_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,5,10000
cora_runkxekhw2a_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,7,10000
cora_runjlxdcpvy_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,6,10000
cora_rundwqr0ltz_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.1,5,10000
cora_runyxkrv1u0_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,2,0.2,0.1,7,10000
cora_runtx2mzx1r_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.1,6,10000
cora_runw1qfinmo_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,5,10000
cora_run6xz94ppy_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.1,7,10000
cora_runj9ecxgd4_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,6,10000
cora_runzvku0xkg_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.0,5,10000
cora_runkra3hgyh_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.0,7,10000
cora_runtkrkuut1_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.0,6,10000
cora_runoos8sggr_GAT,76.38,84.69,90.59,91.33,91.7,92.25,83.06,76.38,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,5,10000
cora_runx7jgeu6x_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.0,7,10000
cora_run9dy0h3u2_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,6,10000
cora_run45sntstf_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.1,5,10000
cora_rund3ms4nhp_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.1,0.1,7,10000
cora_runctr86yui_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.1,6,10000
cora_runb09c27bi_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,5,10000
cora_runawuuaxdn_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.1,0.1,7,10000
cora_runmjvrov11_GAT,82.29,84.69,90.59,91.33,91.7,92.25,84.74,82.29,84.69,90.59,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,6,10000
cora_run8e8egqzs_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.0,5,10000
cora_runxdaoft48_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.0,7,10000
cora_rungtaetfts_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.0,6,10000
cora_runasi0yrt9_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,5,10000
cora_runlzfyto1h_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.0,7,10000
cora_runkqpfue6m_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,6,10000
cora_runmi643lct_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.1,5,10000
cora_runrjzi2fd7_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,32,8,0.2,0.1,7,10000
cora_runsun91syq_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.1,6,10000
cora_run9jn9tu5h_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,5,10000
cora_runptf4esql_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,2,0.2,0.1,7,10000
cora_runqotz1fg6_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,6,10000
cora_run9fp5uklu_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.0,5,10000
cora_runy4oenfpz_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.0,7,10000
cora_runm1ah77in_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.0,6,10000
cora_runpemk59b0_GAT,82.29,84.69,90.22,91.33,91.7,92.25,84.74,82.29,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,5,10000
cora_runwqytyetm_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.0,7,10000
cora_runqxuavg0p_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,6,10000
cora_run6hn81dhh_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.1,5,10000
cora_rung79senzq_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.1,0.1,7,10000
cora_runhymznvml_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.1,6,10000
cora_runlyeni1wh_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,5,10000
cora_runhmi8lddo_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.1,0.1,7,10000
cora_runpsoebbrm_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,6,10000
cora_runaibhkf82_GAT,74.35,84.69,90.22,92.07,91.7,92.25,84.74,74.35,84.69,90.22,92.07,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,8,0.2,0.0,5,10000
cora_runykliqohe_GAT,74.35,84.69,90.22,91.33,91.7,92.25,84.74,74.35,84.69,90.22,91.33,91.7,92.25,96.6,97.59,91.51,0.01,1024,128,64,4,0.2,0.0,7,10000
